# English key, Simplified Chinese, Japanese, Korean, Spanish, French, German, Portuguese
Tray controller unavailable; restart Suzaku	托盘控制服务不可用，请重新启动 Suzaku	トレイ制御を利用できません。Suzaku を再起動してください	트레이 제어 불가; Suzaku를 다시 시작하세요	Bandeja no disponible; reinicia Suzaku	Contrôleur indisponible ; redémarrez Suzaku	Tray-Steuerung nicht verfügbar; Suzaku neu starten	Bandeja indisponível; reinicie o Suzaku
Data manager unavailable	数据管理服务不可用	データ管理を利用できません	데이터 관리 사용 불가	Gestor de datos no disponible	Gestionnaire de données indisponible	Datenverwaltung nicht verfügbar	Gerenciador de dados indisponível
Suzaku Input Method	Suzaku 输入法	Suzaku 入力メソッド	Suzaku 입력기	Método de entrada Suzaku	Méthode de saisie Suzaku	Suzaku-Eingabemethode	Método de entrada Suzaku
Activate Suzaku	激活 Suzaku 输入法	Suzaku を有効化	Suzaku 활성화	Activar Suzaku	Activer Suzaku	Suzaku aktivieren	Ativar Suzaku
Input language: {}	输入语言：{}	入力言語：{}	입력 언어: {}	Idioma de entrada: {}	Langue de saisie : {}	Eingabesprache: {}	Idioma de entrada: {}
Input language (host disconnected)	输入语言（宿主未连接）	入力言語（ホスト未接続）	입력 언어 (호스트 연결 안 됨)	Idioma de entrada (sin conexión)	Langue de saisie (hôte déconnecté)	Eingabesprache (Host getrennt)	Idioma de entrada (host desconectado)
LLM suggestions (cloud, consent required)	LLM 联想（云端，需单独授权）	LLM 候補（クラウド・許可が必要）	LLM 후보 (클라우드, 동의 필요)	Sugerencias LLM (nube, requiere permiso)	Suggestions LLM (cloud, accord requis)	LLM-Vorschläge (Cloud, Zustimmung nötig)	Sugestões LLM (nuvem, requer permissão)
LLM suggestions (local)	LLM 联想（本机）	LLM 候補（ローカル）	LLM 후보 (로컬)	Sugerencias LLM (local)	Suggestions LLM (local)	LLM-Vorschläge (lokal)	Sugestões LLM (local)
LLM suggestions	LLM 联想	LLM 候補	LLM 후보	Sugerencias LLM	Suggestions LLM	LLM-Vorschläge	Sugestões LLM
Generating; local candidates remain available	LLM 正在联想，本地候选可立即使用	生成中。ローカル候補は利用できます	생성 중; 로컬 후보는 사용 가능	Generando; candidatos locales disponibles	Génération ; candidats locaux disponibles	Generierung läuft; lokale Vorschläge verfügbar	Gerando; sugestões locais disponíveis
Model candidates ready (marked AI)	LLM 候选已就绪（标记 AI）	モデル候補の準備完了（AI 表示）	모델 후보 준비됨 (AI 표시)	Candidatos listos (marca AI)	Candidats prêts (marqués AI)	Modellvorschläge bereit (Markierung AI)	Sugestões prontas (marca AI)
Model unavailable; local candidates retained	模型暂无结果或不可用，已保留本地候选	モデル利用不可。ローカル候補を維持	모델 사용 불가; 로컬 후보 유지	Modelo no disponible; candidatos locales conservados	Modèle indisponible ; candidats locaux conservés	Modell nicht verfügbar; lokale Vorschläge bleiben	Modelo indisponível; sugestões locais mantidas
Cloud consent required; no input text is sent	云端联想尚未授权，不会发送输入内容	クラウド未許可。入力内容は送信しません	클라우드 동의 필요; 입력 텍스트 전송 안 함	Se requiere permiso para la nube; no se envía texto	Accord cloud requis ; aucun texte envoyé	Cloud-Zustimmung nötig; kein Eingabetext gesendet	Permissão para nuvem necessária; nenhum texto enviado
LLM enabled; waiting for input	LLM 已启用，等待输入	LLM が有効。入力待ち	LLM 켜짐; 입력 대기 중	LLM activado; esperando entrada	LLM activé ; saisie en attente	LLM aktiv; wartet auf Eingabe	LLM ativado; aguardando entrada
Using local candidates; no model request	使用本地基础候选，未请求模型	ローカル候補を使用。モデルへ未送信	로컬 후보 사용; 모델 요청 없음	Candidatos locales; sin petición al modelo	Candidats locaux ; aucune requête au modèle	Lokale Vorschläge; keine Modellanfrage	Sugestões locais; sem solicitação ao modelo
Checking / warming model; typing remains available…	正在检查 / 预热模型，本地输入可继续使用…	モデルを確認・準備中。入力は続けられます…	모델 확인/준비 중; 계속 입력할 수 있습니다…	Comprobando modelo; puedes seguir escribiendo…	Vérification du modèle ; saisie disponible…	Modell wird geprüft; Tippen bleibt möglich…	Verificando modelo; digitação disponível…
Cloud model: {} (not checked online)	云端模型：{}（配置状态；未联网检查）	クラウドモデル：{}（オンライン未確認）	클라우드 모델: {} (온라인 확인 안 함)	Modelo en la nube: {} (sin verificar)	Modèle cloud : {} (non vérifié en ligne)	Cloud-Modell: {} (nicht online geprüft)	Modelo na nuvem: {} (não verificado)
Model: local discovery, preferring LLaMA	模型：自动发现本机服务，优先 LLaMA	モデル：ローカルを自動検出、LLaMA 優先	모델: 로컬 자동 검색, LLaMA 우선	Modelo: búsqueda local, preferencia por LLaMA	Modèle : découverte locale, priorité à LLaMA	Modell: lokale Suche, LLaMA bevorzugt	Modelo: busca local, preferência por LLaMA
Model: {} (not checked)	模型：{}（尚未检查）	モデル：{}（未確認）	모델: {} (확인 안 함)	Modelo: {} (sin verificar)	Modèle : {} (non vérifié)	Modell: {} (nicht geprüft)	Modelo: {} (não verificado)
Model status unknown	模型服务状态未知	モデルの状態不明	모델 상태 알 수 없음	Estado del modelo desconocido	État du modèle inconnu	Modellstatus unbekannt	Estado do modelo desconhecido
Discover / check local models	发现 / 检查本机模型	ローカルモデルを検索・確認	로컬 모델 검색/확인	Buscar / comprobar modelos locales	Découvrir / vérifier les modèles locaux	Lokale Modelle suchen / prüfen	Buscar / verificar modelos locais
Warm Ollama model (unload after 5 minutes idle)	预热本机 Ollama 模型（空闲 5 分钟后释放）	Ollama モデルを準備（5分待機後に解放）	Ollama 모델 준비 (5분 유휴 후 해제)	Preparar Ollama (liberar tras 5 min inactivo)	Préparer Ollama (libérer après 5 min d’inactivité)	Ollama vorladen (nach 5 Min. Leerlauf entladen)	Preparar Ollama (liberar após 5 min ocioso)
Reload model settings	重新加载模型配置	モデル設定を再読み込み	모델 설정 다시 불러오기	Recargar ajustes del modelo	Recharger les réglages du modèle	Modelleinstellungen neu laden	Recarregar configurações do modelo
Hide panel	隐藏面板	パネルを隠す	패널 숨기기	Ocultar panel	Masquer le panneau	Panel ausblenden	Ocultar painel
Show panel	显示面板	パネルを表示	패널 표시	Mostrar panel	Afficher le panneau	Panel anzeigen	Mostrar painel
Settings	设置	設定	설정	Ajustes	Réglages	Einstellungen	Configurações
Reset window position	重置窗口位置	ウィンドウ位置をリセット	창 위치 초기화	Restablecer posición	Réinitialiser la position	Fensterposition zurücksetzen	Restaurar posição
Data management	数据管理	データ管理	데이터 관리	Gestión de datos	Gestion des données	Datenverwaltung	Gerenciamento de dados
Managing data…	正在处理数据…	データ処理中…	데이터 처리 중…	Gestionando datos…	Traitement des données…	Daten werden verarbeitet…	Processando dados…
Settings only; no input history or model weights	仅管理配置，不保存输入历史或模型权重	設定のみ。入力履歴・モデルの重みは含みません	설정만 관리; 입력 기록이나 모델 가중치 제외	Solo ajustes; sin historial ni pesos de modelos	Réglages uniquement ; sans historique ni poids de modèles	Nur Einstellungen; kein Eingabeverlauf oder Modellgewichte	Apenas configurações; sem histórico ou pesos de modelos
Back up settings now	立即备份配置	設定を今すぐバックアップ	지금 설정 백업	Respaldar ajustes ahora	Sauvegarder les réglages	Einstellungen jetzt sichern	Fazer backup agora
Open backup folder	打开备份目录	バックアップフォルダーを開く	백업 폴더 열기	Abrir carpeta de copias	Ouvrir les sauvegardes	Sicherungsordner öffnen	Abrir pasta de backups
Open input method settings folder	打开输入法配置目录	入力方式の設定フォルダーを開く	입력기 설정 폴더 열기	Abrir carpeta de ajustes de entrada	Ouvrir le dossier des réglages de saisie	Ordner der Eingabeeinstellungen öffnen	Abrir pasta de configurações de entrada
Open panel settings folder	打开面板配置目录	パネル設定フォルダーを開く	패널 설정 폴더 열기	Abrir carpeta de ajustes del panel	Ouvrir le dossier des réglages du panneau	Ordner der Panel-Einstellungen öffnen	Abrir pasta de configurações do painel
Restore after quitting: suzaku-tool data restore	恢复：退出后使用 suzaku-tool data restore	終了後に復元：suzaku-tool data restore	종료 후 복원: suzaku-tool data restore	Restaurar tras salir: suzaku-tool data restore	Restaurer après fermeture : suzaku-tool data restore	Nach dem Beenden wiederherstellen: suzaku-tool data restore	Restaurar após sair: suzaku-tool data restore
Quit Suzaku	退出 Suzaku	Suzaku を終了	Suzaku 종료	Salir de Suzaku	Quitter Suzaku	Suzaku beenden	Sair do Suzaku
Backup saved: {} (see backup folder)	已备份：{}（可在备份目录查看）	バックアップ保存済み：{}（フォルダーで確認）	백업 저장됨: {} (백업 폴더 확인)	Copia guardada: {} (ver carpeta)	Sauvegarde créée : {} (voir le dossier)	Sicherung gespeichert: {} (siehe Sicherungsordner)	Backup salvo: {} (veja a pasta)
Opened: {}	已打开：{}	開きました：{}	열림: {}	Abierto: {}	Ouvert : {}	Geöffnet: {}	Aberto: {}
Model warmed: {} (no input text sent)	模型已预热：{}（未发送输入文本）	モデル準備済み：{}（入力内容は未送信）	모델 준비됨: {} (입력 텍스트 전송 안 함)	Modelo preparado: {} (sin enviar texto)	Modèle prêt : {} (aucun texte envoyé)	Modell vorgeladen: {} (kein Eingabetext gesendet)	Modelo preparado: {} (nenhum texto enviado)
Data operation failed; please retry	数据操作未完成，请重试	データ操作に失敗。再試行してください	데이터 작업 실패; 다시 시도하세요	Falló la operación; reintenta	Échec de l’opération ; réessayez	Datenvorgang fehlgeschlagen; erneut versuchen	Operação falhou; tente novamente
Could not start data operation	无法启动数据管理任务	データ操作を開始できません	데이터 작업을 시작할 수 없음	No se pudo iniciar la operación	Impossible de démarrer l’opération	Datenvorgang konnte nicht gestartet werden	Não foi possível iniciar a operação
Right-click for input options; left-click to show or hide	右键选择输入选项，左键显示或隐藏面板	右クリックで入力設定、左クリックで表示切替	우클릭으로 입력 옵션, 좌클릭으로 표시 전환	Clic derecho: opciones; izquierdo: mostrar u ocultar	Clic droit : options ; gauche : afficher ou masquer	Rechtsklick: Eingabeoptionen; Linksklick: ein-/ausblenden	Clique direito: opções; esquerdo: mostrar ou ocultar
Chinese · Pinyin	中文 · 拼音	中国語 · ピンイン	중국어 · 병음	Chino · Pinyin	Chinois · Pinyin	Chinesisch · Pinyin	Chinês · Pinyin
Japanese · Romaji	日语 · 罗马音	日本語 · ローマ字	일본어 · 로마자	Japonés · Romaji	Japonais · Romaji	Japanisch · Romaji	Japonês · Romaji
Listening now...	正在收音…	音声入力中…	듣는 중…	Escuchando…	Écoute…	Aufnahme…	Ouvindo…
Heard just now	已识别	認識済み	인식됨	Reconocido	Reconnu	Erkannt	Reconhecido
Ready to insert	可填入	挿入可能	삽입 준비됨	Listo para insertar	Prêt à insérer	Bereit zum Einfügen	Pronto para inserir
Stop	停止	停止	중지	Parar	Arrêter	Stopp	Parar
Denied	已拒绝	拒否	거부됨	Denegado	Refusé	Verweigert	Negado
denied	权限被拒绝	権限が拒否されました	권한 거부됨	Permiso denegado	Autorisation refusée	Berechtigung verweigert	Permissão negada
Mic	收音	録音	녹음	Grabar	Écouter	Aufnahme	Gravar
Seed	填入	挿入	삽입	Insertar	Insérer	Einfügen	Inserir
Next	示例	次の例	다음 예시	Ejemplo	Exemple	Beispiel	Exemplo
Prefs	权限	権限	권한	Permisos	Accès	Rechte	Permissões
Sync	刷新	更新	새로 고침	Actualizar	Actualiser	Aktualisieren	Atualizar
Clear	清空	消去	지우기	Borrar	Effacer	Leeren	Limpar
Enable Speech Recognition and Microphone access in System Settings first.	请先在系统设置中允许语音识别和麦克风访问。	まずシステム設定で音声認識とマイクを許可してください。	먼저 시스템 설정에서 음성 인식과 마이크를 허용하세요.	Permite voz y micrófono en los ajustes del sistema.	Autorisez la reconnaissance vocale et le micro dans les réglages système.	Spracherkennung und Mikrofon in den Systemeinstellungen erlauben.	Permita reconhecimento de voz e microfone nas configurações do sistema.
Microphone or speech access was denied.	麦克风或语音识别权限被拒绝。	マイクまたは音声認識の権限が拒否されました。	마이크 또는 음성 인식 권한이 거부되었습니다.	Acceso al micrófono o a voz denegado.	Accès au micro ou à la reconnaissance vocale refusé.	Mikrofon- oder Sprachzugriff verweigert.	Acesso ao microfone ou à voz negado.
Speech recognition hit an error. Try Listen again.	语音识别出错，请重新开始收音。	音声認識エラーです。録音をやり直してください。	음성 인식 오류입니다. 다시 녹음하세요.	Error de voz. Intenta escuchar de nuevo.	Erreur de reconnaissance vocale. Relancez l’écoute.	Spracherkennungsfehler. Aufnahme erneut starten.	Erro de reconhecimento de voz. Tente gravar novamente.
Live voice capture is unavailable. Use sample voice text instead.	实时语音不可用，可先使用示例文本。	リアルタイム音声を利用できません。サンプルを使えます。	실시간 음성을 사용할 수 없습니다. 예시 텍스트를 사용하세요.	Voz en directo no disponible. Usa el ejemplo.	Capture vocale indisponible. Utilisez l’exemple.	Live-Spracheingabe nicht verfügbar. Beispieltext verwenden.	Voz ao vivo indisponível. Use o exemplo.
Tap Listen, speak, then Use Seed with {}.	点击收音，说话后填入草稿。语音服务：{}。	録音して話し、下書きに挿入してください。音声サービス：{}。	녹음 후 말하고 초안에 삽입하세요. 음성 서비스: {}.	Graba, habla e inserta el texto. Servicio: {}.	Écoutez, parlez puis insérez le texte. Service : {}.	Aufnehmen, sprechen und Text einfügen. Dienst: {}.	Grave, fale e insira o texto. Serviço: {}.
{} is connected, but live capture is not available yet.	{} 已连接，但实时语音尚不可用。	{}に接続済みですが、音声入力はまだ利用できません。	{}에 연결되었지만 실시간 음성은 아직 사용할 수 없습니다.	{} conectado, pero sin captura en directo.	{} connecté, mais la capture vocale est indisponible.	{} verbunden, aber Live-Aufnahme noch nicht verfügbar.	{} conectado, mas sem captura ao vivo.
{} is preparing permission and recognition state.	{} 正在准备权限及识别状态。	{}が権限と認識の準備中です。	{}에서 권한과 인식 상태를 준비하고 있습니다.	{} está preparando permisos y reconocimiento.	{} prépare les autorisations et la reconnaissance.	{} bereitet Berechtigungen und Erkennung vor.	{} está preparando permissões e reconhecimento.
Voice listening · {}	正在收音 · {}	音声入力中 · {}	듣는 중 · {}	Escuchando · {}	Écoute · {}	Aufnahme · {}	Ouvindo · {}
Voice permission required in System Settings · {}	请在系统设置中授权语音 · {}	システム設定で音声の許可が必要 · {}	시스템 설정에서 음성 권한 필요 · {}	Permiso de voz requerido · {}	Autorisation vocale requise · {}	Sprachberechtigung erforderlich · {}	Permissão de voz necessária · {}
Voice recognition error · {}	语音识别错误 · {}	音声認識エラー · {}	음성 인식 오류 · {}	Error de voz · {}	Erreur vocale · {}	Spracherkennungsfehler · {}	Erro de voz · {}
Voice fallback mode · {}	语音备用模式 · {}	音声フォールバック · {}	음성 대체 모드 · {}	Modo de voz alternativo · {}	Mode vocal de secours · {}	Sprachersatzmodus · {}	Modo de voz alternativo · {}
Transcript captured · tap Use Seed · {}	已识别，可填入草稿 · {}	認識済み・挿入できます · {}	인식됨 · 초안에 삽입 · {}	Texto listo · pulsa Insertar · {}	Texte reconnu · insérer · {}	Text erkannt · Einfügen klicken · {}	Texto pronto · clique Inserir · {}
Voice ready · {}	语音就绪 · {}	音声準備完了 · {}	음성 준비됨 · {}	Voz lista · {}	Voix prête · {}	Sprache bereit · {}	Voz pronta · {}
Voice setup · {}	语音准备中 · {}	音声設定中 · {}	음성 설정 중 · {}	Preparando voz · {}	Configuration vocale · {}	Spracheinrichtung · {}	Preparando voz · {}
Draw a seed word with mouse or touch.	使用鼠标或触摸书写。	マウスまたはタッチで書いてください。	마우스나 터치로 써 보세요.	Escribe con el ratón o con el dedo.	Écrivez avec la souris ou au toucher.	Mit Maus oder Finger schreiben.	Escreva com o mouse ou por toque.
Try a clearer trace, undo a stroke, or tap Clear.	请写清楚一些，也可撤销或清空笔迹。	はっきり書くか、筆画を戻す・消去してください。	더 선명하게 쓰거나 획을 취소 또는 지우세요.	Escribe más claro, deshaz un trazo o borra.	Écrivez plus clairement, annulez un trait ou effacez.	Deutlicher schreiben, Strich rückgängig machen oder leeren.	Escreva mais claro, desfaça um traço ou limpe.
Tap a recognized seed, or undo the last stroke.	点击识别结果，或撤销最后一笔。	認識結果を選ぶか、最後の筆画を戻してください。	인식 결과를 선택하거나 마지막 획을 취소하세요.	Elige el resultado o deshaz el último trazo.	Choisissez le résultat ou annulez le dernier trait.	Ergebnis wählen oder letzten Strich rückgängig machen.	Escolha o resultado ou desfaça o último traço.
Tracing… release to recognize	书写中…松开开始识别	書き込み中…離すと認識	쓰는 중…놓으면 인식	Trazando… suelta para reconocer	Écriture… relâchez pour reconnaître	Zeichnen… zum Erkennen loslassen	Escrevendo… solte para reconhecer
Sent to active app: {}	已发送到当前应用：{}	アプリに送信済み：{}	현재 앱으로 전송됨: {}	Enviado a la aplicación: {}	Envoyé à l’application : {}	An aktive App gesendet: {}	Enviado ao aplicativo: {}
Delivery not confirmed · draft retained; check target before retrying · {}	发送未确认 · 草稿已保留，请检查目标后再重试 · {}	送信未確認・下書きは保持。再試行前に入力先を確認 · {}	전송 미확인 · 초안 유지; 재시도 전 대상 확인 · {}	Envío sin confirmar · borrador conservado; comprueba el destino · {}	Envoi non confirmé · brouillon conservé ; vérifiez la cible · {}	Zustellung unbestätigt · Entwurf behalten; vor erneutem Senden Ziel prüfen · {}	Envio não confirmado · rascunho mantido; verifique o destino · {}
Input added to the native composition.	已填入输入法草稿。	入力方式の下書きに挿入しました。	입력기 초안에 추가되었습니다.	Añadido al borrador del método de entrada.	Ajouté au brouillon de la méthode de saisie.	Zum Entwurf der Eingabemethode hinzugefügt.	Adicionado ao rascunho do método de entrada.
Insertion was not confirmed; source retained. Nothing was retried; check the target before retrying.	填入未确认，原文已保留，未自动重试。重试前请检查目标。	挿入未確認。原文を保持し再試行していません。入力先を確認してください。	삽입 미확인; 원문 유지. 재시도하지 않았습니다. 먼저 대상을 확인하세요.	Inserción sin confirmar; original conservado. Sin reintento. Comprueba el destino.	Insertion non confirmée ; original conservé, sans nouvel essai. Vérifiez la cible.	Einfügen unbestätigt; Quelle behalten. Kein Wiederholungsversuch. Ziel prüfen.	Inserção não confirmada; original mantido, sem nova tentativa. Verifique o destino.
Input changed; nothing was retried. Choose a current candidate.	输入已改变，未自动重试，请选择当前候选。	入力が変わりました。再試行せず、現在の候補を選んでください。	입력이 변경되어 재시도하지 않았습니다. 현재 후보를 선택하세요.	La entrada cambió; sin reintento. Elige un candidato actual.	Saisie modifiée ; aucun nouvel essai. Choisissez un candidat actuel.	Eingabe geändert; nicht erneut versucht. Aktuellen Vorschlag wählen.	Entrada alterada; sem nova tentativa. Escolha uma sugestão atual.
